0.0 0.0
171.232877 72.675658
342.465753 100.000074
513.698630 119.933662
684.931507 135.669573
856.164384 148.673390
1027.397260 159.720537
1198.630137 169.282542
1369.863014 177.672440
1541.095890 185.110545
1712.328767 191.758776
1883.561644 197.740080
2054.794521 203.150247
2226.027397 208.065511
2397.260274 212.547488
2568.493151 216.646913
2739.726027 220.405955
2910.958904 223.860103
3082.191781 227.039518
3253.424658 229.970065
3424.657534 232.674102
3595.890411 235.171101
3767.123288 237.478130
3938.356164 239.610267
4109.589041 241.580824
4280.821918 243.401749
4452.054795 245.083720
4623.287671 246.636353
4794.520548 248.068345
4965.753425 249.387594
5136.986301 250.601296
5308.219178 251.716033
5479.452055 252.737844
5650.684932 253.672288
5821.917808 254.524511
5993.150685 255.299220
6164.383562 256.000849
6335.616438 256.633491
6506.849315 257.200963
6678.082192 257.706830
6849.315068 258.154428
7020.547945 258.546882
7191.780822 258.887129
7363.013699 259.177927
7534.246575 259.421876
7705.479452 259.621438
7876.712329 259.778897
8047.945205 259.896460
8219.178082 259.976193
8390.410959 260.020054
8561.643836 260.029903
8732.876712 260.007499
8904.109589 259.954516
9075.342466 259.872545
9246.575342 259.763096
9417.808219 259.627614
9589.041096 259.467453
9760.273973 259.283926
9931.506849 259.078277
10102.739726 258.851690
10273.972603 258.605293
10445.205479 258.340166
10616.438356 258.057343
10787.671233 257.757790
10958.904110 257.442456
11130.136986 257.112237
11301.369863 256.767990
11472.602740 256.410522
11643.835616 256.040626
11815.068493 255.659044
11986.301370 255.266490
12157.534247 254.863645
12328.767123 254.451163
12500.000000 254.029665
12671.232877 253.599749
12842.465753 253.161984
13013.698630 252.716914
13184.931507 252.265059
13356.164384 251.806918
13527.397260 251.342966
13698.630137 250.873657
13869.863014 250.399424
14041.095890 249.920684
14212.328767 249.437831
14383.561644 248.951245
14554.794521 248.461286
14726.027397 247.968300
14897.260274 247.472615
15068.493151 246.974545
15239.726027 246.474389
15410.958904 245.972434
15582.191781 245.468952
15753.424658 244.964202
15924.657534 244.458430
16095.890411 243.951873
16267.123288 243.444755
16438.356164 242.937288
16609.589041 242.429676
16780.821918 241.922110
16952.054795 241.414775
17123.287671 240.907845
17294.520548 240.401467
17465.753425 239.895820
17636.986301 239.391048
17808.219178 238.887293
17979.452055 238.384686
18150.684932 237.883354
18321.917808 237.383414
18493.150685 236.884977
18664.383562 236.388151
18835.616438 235.893033
19006.849315 235.399717
19178.082192 234.908292
19349.315068 234.418839
19520.547945 233.931437
19691.780822 233.446157
19863.013699 232.963067
20034.246575 232.482231
20205.479452 232.003705
20376.712329 231.527549
20547.945205 231.053811
20719.178082 230.582538
20890.410959 230.113772
21061.643836 229.647554
21232.876712 229.183921
21404.109589 228.722905
21575.342466 228.264536
21746.575342 227.808843
21917.808219 227.355849
22089.041096 226.905577
22260.273973 226.458046
22431.506849 226.013272
22602.739726 225.571271
22773.972603 225.132056
22945.205479 224.695636
23116.438356 224.262019
23287.671233 223.831213
23458.904110 223.403223
23630.136986 222.978050
23801.369863 222.555698
23972.602740 222.136164
24143.835616 221.719449
24315.068493 221.305549
24486.301370 220.894460
24657.534247 220.486176
24828.767123 220.080690
25000.000000 219.677996
25171.232877 219.278083
25342.465753 218.880943
25513.698630 218.486565
25684.931507 218.094936
25856.164384 217.706045
26027.397260 217.319878
26198.630137 216.936422
26369.863014 216.555662
26541.095890 216.177583
26712.328767 215.802169
26883.561644 215.429403
27054.794521 215.059270
27226.027397 214.691751
27397.260274 214.326828
27568.493151 213.964485
27739.726027 213.604701
27910.958904 213.247459
28082.191781 212.892739
28253.424658 212.540522
28424.657534 212.190788
28595.890411 211.843516
28767.123288 211.498688
28938.356164 211.156283
29109.589041 210.816280
29280.821918 210.478658
29452.054795 210.143398
29623.287671 209.810477
29794.520548 209.479876
29965.753425 209.151573
30136.986301 208.825548
30308.219178 208.501778
30479.452055 208.180244
30650.684932 207.860923
30821.917808 207.543796
30993.150685 207.228840
31164.383562 206.916036
31335.616438 206.605361
31506.849315 206.296796
31678.082192 205.990318
31849.315068 205.685907
32020.547945 205.383544
32191.780822 205.083206
32363.013699 204.784873
32534.246575 204.488536
32705.479452 204.194151
32876.712329 203.901715
33047.945205 203.611206
33219.178082 203.322606
33390.410959 203.035892
33561.643836 202.751046
33732.876712 202.468048
33904.109589 202.186879
34075.342466 201.907518
34246.575342 201.629947
34417.808219 201.354147
34589.041096 201.080099
34760.273973 200.807785
34931.506849 200.537187
35102.739726 200.268286
35273.972603 200.001065
35445.205479 199.735505
35616.438356 199.471589
35787.671233 199.209300
35958.904110 198.948620
36130.136986 198.689532
36301.369863 198.432021
36472.602740 198.176069
36643.835616 197.921659
36815.068493 197.668776
36986.301370 197.417404
37157.534247 197.167525
37328.767123 196.919125
37500.000000 196.672189
37671.232877 196.426699
37842.465753 196.182643
38013.698630 195.940003
38184.931507 195.698767
38356.164384 195.458918
38527.397260 195.220442
38698.630137 194.983326
38869.863014 194.747554
39041.095890 194.513113
39212.328767 194.279990
39383.561644 194.048169
39554.794521 193.817639
39726.027397 193.588385
39897.260274 193.360394
40068.493151 193.133654
40239.726027 192.908151
40410.958904 192.683873
40582.191781 192.460808
40753.424658 192.238942
40924.657534 192.018265
41095.890411 191.798763
41267.123288 191.580425
41438.356164 191.363239
41609.589041 191.147194
41780.821918 190.932277
41952.054795 190.718479
42123.287671 190.505787
42294.520548 190.294192
42465.753425 190.083681
42636.986301 189.874244
42808.219178 189.665870
42979.452055 189.458550
43150.684932 189.252273
43321.917808 189.047028
43493.150685 188.842806
43664.383562 188.639596
43835.616438 188.437390
44006.849315 188.236177
